cell_K,cell_lambda,seed,window,strategy,p_at_50,alpha,beta,gamma,delta
100,3.0,109,6,offline,0.34,0.5,0.3,0.0,0.2
100,3.0,110,6,fixed,0.32,0.7,0.5,0.1,0.2
100,3.0,110,6,online,0.3,0.5,0.3,0.0,0.3
100,3.0,110,6,offline,0.3,0.5,0.3,0.0,0.2
100,3.0,111,6,fixed,0.28,0.7,0.5,0.1,0.2
100,3.0,111,6,online,0.36,0.5,0.3,0.0,0.3
100,3.0,111,6,offline,0.32,0.5,0.3,0.0,0.2
100,3.0,112,6,fixed,0.28,0.7,0.5,0.1,0.2
100,3.0,112,6,online,0.28,0.5,0.3,0.0,0.3
100,3.0,112,6,offline,0.28,0.5,0.3,0.0,0.2
100,3.0,113,6,fixed,0.3,0.7,0.5,0.1,0.2
100,3.0,113,6,online,0.34,0.5,0.3,0.0,0.3
100,3.0,113,6,offline,0.34,0.5,0.3,0.0,0.2
100,3.0,114,6,fixed,0.34,0.7,0.5,0.1,0.2
100,3.0,114,6,online,0.3,0.5,0.3,0.0,0.3
100,3.0,114,6,offline,0.3,0.5,0.3,0.0,0.2
100,3.0,115,6,fixed,0.4,0.7,0.5,0.1,0.2
100,3.0,115,6,online,0.44,0.5,0.3,0.0,0.3
100,3.0,115,6,offline,0.44,0.5,0.3,0.0,0.2
100,3.0,116,6,fixed,0.28,0.7,0.5,0.1,0.2
100,3.0,116,6,online,0.32,0.5,0.3,0.0,0.3
100,3.0,116,6,offline,0.32,0.5,0.3,0.0,0.2
100,3.0,117,6,fixed,0.42,0.7,0.5,0.1,0.2
100,3.0,117,6,online,0.46,0.5,0.3,0.0,0.3
100,3.0,117,6,offline,0.46,0.5,0.3,0.0,0.2
100,3.0,118,6,fixed,0.26,0.7,0.5,0.1,0.2
100,3.0,118,6,online,0.26,0.5,0.3,0.0,0.3
100,3.0,118,6,offline,0.26,0.5,0.3,0.0,0.2
100,3.0,119,6,fixed,0.24,0.7,0.5,0.1,0.2
100,3.0,119,6,online,0.28,0.5,0.3,0.0,0.3
100,3.0,119,6,offline,0.26,0.5,0.3,0.0,0.2
100,3.0,120,6,fixed,0.38,0.7,0.5,0.1,0.2
100,3.0,120,6,online,0.4,0.5,0.3,0.0,0.3
100,3.0,120,6,offline,0.4,0.5,0.3,0.0,0.2
100,3.0,121,6,fixed,0.42,0.7,0.5,0.1,0.2
100,3.0,121,6,online,0.46,0.5,0.3,0.0,0.3
100,3.0,121,6,offline,0.46,0.5,0.3,0.0,0.2
100,3.0,122,6,fixed,0.36,0.7,0.5,0.1,0.2
100,3.0,122,6,online,0.38,0.5,0.3,0.0,0.3
100,3.0,122,6,offline,0.36,0.5,0.3,0.0,0.2
100,3.0,123,6,fixed,0.22,0.7,0.5,0.1,0.2
100,3.0,123,6,online,0.3,0.5,0.3,0.0,0.3
100,3.0,123,6,offline,0.3,0.5,0.3,0.0,0.2
100,3.0,124,6,fixed,0.24,0.7,0.5,0.1,0.2
100,3.0,124,6,online,0.32,0.5,0.3,0.0,0.3
100,3.0,124,6,offline,0.3,0.5,0.3,0.0,0.2
100,3.0,125,6,fixed,0.4,0.7,0.5,0.1,0.2
100,3.0,125,6,online,0.38,0.5,0.3,0.0,0.3
100,3.0,125,6,offline,0.36,0.5,0.3,0.0,0.2
100,3.0,126,6,fixed,0.42,0.7,0.5,0.1,0.2
100,3.0,126,6,online,0.5,0.5,0.3,0.0,0.3
100,3.0,126,6,offline,0.48,0.5,0.3,0.0,0.2
100,3.0,127,6,fixed,0.28,0.7,0.5,0.1,0.2
100,3.0,127,6,online,0.32,0.5,0.3,0.0,0.3
100,3.0,127,6,offline,0.32,0.5,0.3,0.0,0.2
100,3.0,128,6,fixed,0.42,0.7,0.5,0.1,0.2
100,3.0,128,6,online,0.48,0.5,0.3,0.0,0.3
100,3.0,128,6,offline,0.48,0.5,0.3,0.0,0.2
100,3.0,129,6,fixed,0.14,0.7,0.5,0.1,0.2
100,3.0,129,6,online,0.28,0.5,0.3,0.0,0.3
100,3.0,129,6,offline,0.26,0.5,0.3,0.0,0.2
200,3.0,105,1,fixed,0.62,0.7,0.5,0.1,0.2
200,3.0,105,1,online,0.62,0.7,0.5,0.1,0.2
200,3.0,105,1,offline,0.62,0.7,0.5,0.1,0.2
200,3.0,106,1,fixed,0.64,0.7,0.5,0.1,0.2
200,3.0,106,1,online,0.64,0.7,0.5,0.1,0.2
200,3.0,106,1,offline,0.64,0.7,0.5,0.1,0.2
200,3.0,107,1,fixed,0.66,0.7,0.5,0.1,0.2
200,3.0,107,1,online,0.66,0.7,0.5,0.1,0.2
200,3.0,107,1,offline,0.66,0.7,0.5,0.1,0.2
200,3.0,108,1,fixed,0.5,0.7,0.5,0.1,0.2
200,3.0,108,1,online,0.5,0.7,0.5,0.1,0.2
200,3.0,108,1,offline,0.5,0.7,0.5,0.1,0.2
200,3.0,109,1,fixed,0.66,0.7,0.5,0.1,0.2
200,3.0,109,1,online,0.66,0.7,0.5,0.1,0.2
200,3.0,109,1,offline,0.66,0.7,0.5,0.1,0.2
200,3.0,110,1,fixed,0.56,0.7,0.5,0.1,0.2
200,3.0,110,1,online,0.56,0.7,0.5,0.1,0.2
200,3.0,110,1,offline,0.56,0.7,0.5,0.1,0.2
200,3.0,111,1,fixed,0.58,0.7,0.5,0.1,0.2
200,3.0,111,1,online,0.58,0.7,0.5,0.1,0.2
200,3.0,111,1,offline,0.58,0.7,0.5,0.1,0.2
200,3.0,112,1,fixed,0.62,0.7,0.5,0.1,0.2
200,3.0,112,1,online,0.62,0.7,0.5,0.1,0.2
200,3.0,112,1,offline,0.62,0.7,0.5,0.1,0.2
200,3.0,113,1,fixed,0.66,0.7,0.5,0.1,0.2
200,3.0,113,1,online,0.66,0.7,0.5,0.1,0.2
200,3.0,113,1,offline,0.66,0.7,0.5,0.1,0.2
200,3.0,114,1,fixed,0.46,0.7,0.5,0.1,0.2
200,3.0,114,1,online,0.46,0.7,0.5,0.1,0.2
200,3.0,114,1,offline,0.46,0.7,0.5,0.1,0.2
200,3.0,115,1,fixed,0.6,0.7,0.5,0.1,0.2
200,3.0,115,1,online,0.6,0.7,0.5,0.1,0.2
200,3.0,115,1,offline,0.6,0.7,0.5,0.1,0.2
200,3.0,116,1,fixed,0.6,0.7,0.5,0.1,0.2
200,3.0,116,1,online,0.6,0.7,0.5,0.1,0.2
200,3.0,116,1,offline,0.6,0.7,0.5,0.1,0.2
200,3.0,117,1,fixed,0.64,0.7,0.5,0.1,0.2
200,3.0,117,1,online,0.64,0.7,0.5,0.1,0.2
200,3.0,117,1,offline,0.64,0.7,0.5,0.1,0.2
200,3.0,118,1,fixed,0.52,0.7,0.5,0.1,0.2
200,3.0,118,1,online,0.52,0.7,0.5,0.1,0.2
200,3.0,118,1,offline,0.52,0.7,0.5,0.1,0.2
200,3.0,119,1,fixed,0.7,0.7,0.5,0.1,0.2
200,3.0,119,1,online,0.7,0.7,0.5,0.1,0.2
200,3.0,119,1,offline,0.7,0.7,0.5,0.1,0.2
200,3.0,120,1,fixed,0.66,0.7,0.5,0.1,0.2
200,3.0,120,1,online,0.66,0.7,0.5,0.1,0.2
200,3.0,120,1,offline,0.66,0.7,0.5,0.1,0.2
200,3.0,121,1,fixed,0.52,0.7,0.5,0.1,0.2
200,3.0,121,1,online,0.52,0.7,0.5,0.1,0.2
200,3.0,121,1,offline,0.52,0.7,0.5,0.1,0.2
200,3.0,122,1,fixed,0.46,0.7,0.5,0.1,0.2
200,3.0,122,1,online,0.46,0.7,0.5,0.1,0.2
200,3.0,122,1,offline,0.46,0.7,0.5,0.1,0.2
200,3.0,123,1,fixed,0.64,0.7,0.5,0.1,0.2
200,3.0,123,1,online,0.64,0.7,0.5,0.1,0.2
200,3.0,123,1,offline,0.64,0.7,0.5,0.1,0.2
200,3.0,124,1,fixed,0.58,0.7,0.5,0.1,0.2
200,3.0,124,1,online,0.58,0.7,0.5,0.1,0.2
200,3.0,124,1,offline,0.58,0.7,0.5,0.1,0.2
200,3.0,125,1,fixed,0.58,0.7,0.5,0.1,0.2
200,3.0,125,1,online,0.58,0.7,0.5,0.1,0.2
200,3.0,125,1,offline,0.58,0.7,0.5,0.1,0.2
200,3.0,126,1,fixed,0.6,0.7,0.5,0.1,0.2
200,3.0,126,1,online,0.6,0.7,0.5,0.1,0.2
200,3.0,126,1,offline,0.6,0.7,0.5,0.1,0.2
200,3.0,127,1,fixed,0.52,0.7,0.5,0.1,0.2
200,3.0,127,1,online,0.52,0.7,0.5,0.1,0.2
200,3.0,127,1,offline,0.52,0.7,0.5,0.1,0.2
200,3.0,128,1,fixed,0.72,0.7,0.5,0.1,0.2
200,3.0,128,1,online,0.72,0.7,0.5,0.1,0.2
200,3.0,128,1,offline,0.72,0.7,0.5,0.1,0.2
200,3.0,129,1,fixed,0.58,0.7,0.5,0.1,0.2
200,3.0,129,1,online,0.58,0.7,0.5,0.1,0.2
200,3.0,129,1,offline,0.58,0.7,0.5,0.1,0.2
200,3.0,105,2,fixed,0.56,0.7,0.5,0.1,0.2
200,3.0,105,2,online,0.5,0.5,0.7,0.0,0.2
200,3.0,105,2,offline,0.54,0.5,0.5,0.0,0.3
200,3.0,106,2,fixed,0.52,0.7,0.5,0.1,0.2
200,3.0,106,2,online,0.44,0.5,0.7,0.0,0.2
200,3.0,106,2,offline,0.54,0.5,0.5,0.0,0.3
200,3.0,107,2,fixed,0.56,0.7,0.5,0.1,0.2
200,3.0,107,2,online,0.4,0.5,0.7,0.0,0.2
200,3.0,107,2,offline,0.58,0.5,0.5,0.0,0.3
200,3.0,108,2,fixed,0.48,0.7,0.5,0.1,0.2
200,3.0,108,2,online,0.48,0.5,0.7,0.0,0.2
200,3.0,108,2,offline,0.52,0.5,0.5,0.0,0.3
200,3.0,109,2,fixed,0.5,0.7,0.5,0.1,0.2
200,3.0,109,2,online,0.54,0.5,0.7,0.0,0.2
200,3.0,109,2,offline,0.62,0.5,0.5,0.0,0.3
200,3.0,110,2,fixed,0.5,0.7,0.5,0.1,0.2
200,3.0,110,2,online,0.44,0.5,0.7,0.0,0.2
200,3.0,110,2,offline,0.6,0.5,0.5,0.0,0.3
200,3.0,111,2,fixed,0.54,0.7,0.5,0.1,0.2
200,3.0,111,2,online,0.48,0.5,0.7,0.0,0.2
200,3.0,111,2,offline,0.58,0.5,0.5,0.0,0.3
200,3.0,112,2,fixed,0.54,0.7,0.5,0.1,0.2
200,3.0,112,2,online,0.6,0.5,0.7,0.0,0.2
200,3.0,112,2,offline,0.66,0.5,0.5,0.0,0.3
200,3.0,113,2,fixed,0.54,0.7,0.5,0.1,0.2
200,3.0,113,2,online,0.44,0.5,0.7,0.0,0.2
200,3.0,113,2,offline,0.52,0.5,0.5,0.0,0.3
200,3.0,114,2,fixed,0.68,0.7,0.5,0.1,0.2
200,3.0,114,2,online,0.54,0.5,0.7,0.0,0.2
200,3.0,114,2,offline,0.7,0.5,0.5,0.0,0.3
200,3.0,115,2,fixed,0.38,0.7,0.5,0.1,0.2
200,3.0,115,2,online,0.3,0.5,0.7,0.0,0.2
200,3.0,115,2,offline,0.38,0.5,0.5,0.0,0.3
200,3.0,116,2,fixed,0.5,0.7,0.5,0.1,0.2
200,3.0,116,2,online,0.48,0.5,0.7,0.0,0.2
200,3.0,116,2,offline,0.56,0.5,0.5,0.0,0.3
200,3.0,117,2,fixed,0.52,0.7,0.5,0.1,0.2
200,3.0,117,2,online,0.44,0.5,0.7,0.0,0.2
200,3.0,117,2,offline,0.56,0.5,0.5,0.0,0.3
200,3.0,118,2,fixed,0.4,0.7,0.5,0.1,0.2
200,3.0,118,2,online,0.38,0.5,0.7,0.0,0.2
200,3.0,118,2,offline,0.46,0.5,0.5,0.0,0.3
200,3.0,119,2,fixed,0.42,0.7,0.5,0.1,0.2
200,3.0,119,2,online,0.36,0.5,0.7,0.0,0.2
200,3.0,119,2,offline,0.5,0.5,0.5,0.0,0.3
200,3.0,120,2,fixed,0.44,0.7,0.5,0.1,0.2
200,3.0,120,2,online,0.52,0.5,0.7,0.0,0.2
200,3.0,120,2,offline,0.58,0.5,0.5,0.0,0.3
200,3.0,121,2,fixed,0.52,0.7,0.5,0.1,0.2
200,3.0,121,2,online,0.36,0.5,0.7,0.0,0.2
200,3.0,121,2,offline,0.48,0.5,0.5,0.0,0.3
200,3.0,122,2,fixed,0.6,0.7,0.5,0.1,0.2
200,3.0,122,2,online,0.3,0.5,0.7,0.0,0.2
200,3.0,122,2,offline,0.58,0.5,0.5,0.0,0.3
200,3.0,123,2,fixed,0.6,0.7,0.5,0.1,0.2
200,3.0,123,2,online,0.42,0.5,0.7,0.0,0.2
200,3.0,123,2,offline,0.52,0.5,0.5,0.0,0.3
200,3.0,124,2,fixed,0.54,0.7,0.5,0.1,0.2
200,3.0,124,2,online,0.44,0.5,0.7,0.0,0.2
200,3.0,124,2,offline,0.48,0.5,0.5,0.0,0.3
200,3.0,125,2,fixed,0.46,0.7,0.5,0.1,0.2
200,3.0,125,2,online,0.42,0.5,0.7,0.0,0.2
200,3.0,125,2,offline,0.54,0.5,0.5,0.0,0.3
200,3.0,126,2,fixed,0.5,0.7,0.5,0.1,0.2
200,3.0,126,2,online,0.6,0.5,0.7,0.0,0.2
200,3.0,126,2,offline,0.6,0.5,0.5,0.0,0.3
200,3.0,127,2,fixed,0.6,0.7,0.5,0.1,0.2
200,3.0,127,2,online,0.52,0.5,0.7,0.0,0.2
200,3.0,127,2,offline,0.64,0.5,0.5,0.0,0.3
200,3.0,128,2,fixed,0.5,0.7,0.5,0.1,0.2
200,3.0,128,2,online,0.56,0.5,0.7,0.0,0.2
200,3.0,128,2,offline,0.62,0.5,0.5,0.0,0.3
200,3.0,129,2,fixed,0.54,0.7,0.5,0.1,0.2
200,3.0,129,2,online,0.5,0.5,0.7,0.0,0.2
200,3.0,129,2,offline,0.54,0.5,0.5,0.0,0.3
200,3.0,105,3,fixed,0.32,0.7,0.5,0.1,0.2
200,3.0,105,3,online,0.3,0.5,0.5,0.0,0.3
200,3.0,105,3,offline,0.36,0.5,0.3,0.0,0.3
200,3.0,106,3,fixed,0.3,0.7,0.5,0.1,0.2
200,3.0,106,3,online,0.2,0.5,0.5,0.0,0.3
200,3.0,106,3,offline,0.38,0.5,0.3,0.0,0.3
200,3.0,107,3,fixed,0.32,0.7,0.5,0.1,0.2
200,3.0,107,3,online,0.24,0.5,0.5,0.0,0.3
200,3.0,107,3,offline,0.38,0.5,0.3,0.0,0.3
200,3.0,108,3,fixed,0.34,0.7,0.5,0.1,0.2
200,3.0,108,3,online,0.3,0.5,0.5,0.0,0.3
200,3.0,108,3,offline,0.36,0.5,0.3,0.0,0.3
200,3.0,109,3,fixed,0.28,0.7,0.5,0.1,0.2
200,3.0,109,3,online,0.18,0.5,0.5,0.0,0.3
200,3.0,109,3,offline,0.38,0.5,0.3,0.0,0.3
200,3.0,110,3,fixed,0.36,0.7,0.5,0.1,0.2
200,3.0,110,3,online,0.24,0.5,0.5,0.0,0.3
200,3.0,110,3,offline,0.4,0.5,0.3,0.0,0.3
200,3.0,111,3,fixed,0.24,0.7,0.5,0.1,0.2
200,3.0,111,3,online,0.18,0.5,0.5,0.0,0.3
200,3.0,111,3,offline,0.36,0.5,0.3,0.0,0.3
200,3.0,112,3,fixed,0.36,0.7,0.5,0.1,0.2
200,3.0,112,3,online,0.28,0.5,0.5,0.0,0.3
200,3.0,112,3,offline,0.44,0.5,0.3,0.0,0.3
200,3.0,113,3,fixed,0.3,0.7,0.5,0.1,0.2
200,3.0,113,3,online,0.2,0.5,0.5,0.0,0.3
200,3.0,113,3,offline,0.32,0.5,0.3,0.0,0.3
200,3.0,114,3,fixed,0.48,0.7,0.5,0.1,0.2
200,3.0,114,3,online,0.38,0.5,0.5,0.0,0.3
200,3.0,114,3,offline,0.48,0.5,0.3,0.0,0.3
200,3.0,115,3,fixed,0.26,0.7,0.5,0.1,0.2
200,3.0,115,3,online,0.16,0.5,0.5,0.0,0.3
200,3.0,115,3,offline,0.28,0.5,0.3,0.0,0.3
200,3.0,116,3,fixed,0.46,0.7,0.5,0.1,0.2
200,3.0,116,3,online,0.42,0.5,0.5,0.0,0.3
200,3.0,116,3,offline,0.48,0.5,0.3,0.0,0.3
200,3.0,117,3,fixed,0.28,0.7,0.5,0.1,0.2
200,3.0,117,3,online,0.26,0.5,0.5,0.0,0.3
200,3.0,117,3,offline,0.36,0.5,0.3,0.0,0.3
200,3.0,118,3,fixed,0.4,0.7,0.5,0.1,0.2
200,3.0,118,3,online,0.32,0.5,0.5,0.0,0.3
200,3.0,118,3,offline,0.46,0.5,0.3,0.0,0.3
200,3.0,119,3,fixed,0.32,0.7,0.5,0.1,0.2
200,3.0,119,3,online,0.24,0.5,0.5,0.0,0.3
200,3.0,119,3,offline,0.4,0.5,0.3,0.0,0.3
200,3.0,120,3,fixed,0.3,0.7,0.5,0.1,0.2
200,3.0,120,3,online,0.26,0.5,0.5,0.0,0.3
200,3.0,120,3,offline,0.34,0.5,0.3,0.0,0.3
200,3.0,121,3,fixed,0.4,0.7,0.5,0.1,0.2
200,3.0,121,3,online,0.36,0.5,0.5,0.0,0.3
200,3.0,121,3,offline,0.44,0.5,0.3,0.0,0.3
200,3.0,122,3,fixed,0.32,0.7,0.5,0.1,0.2
200,3.0,122,3,online,0.28,0.5,0.5,0.0,0.3
200,3.0,122,3,offline,0.38,0.5,0.3,0.0,0.3
200,3.0,123,3,fixed,0.4,0.7,0.5,0.1,0.2
200,3.0,123,3,online,0.28,0.5,0.5,0.0,0.3
200,3.0,123,3,offline,0.46,0.5,0.3,0.0,0.3
200,3.0,124,3,fixed,0.32,0.7,0.5,0.1,0.2
200,3.0,124,3,online,0.28,0.5,0.5,0.0,0.3
200,3.0,124,3,offline,0.34,0.5,0.3,0.0,0.3
200,3.0,125,3,fixed,0.48,0.7,0.5,0.1,0.2
200,3.0,125,3,online,0.4,0.5,0.5,0.0,0.3
200,3.0,125,3,offline,0.5,0.5,0.3,0.0,0.3
200,3.0,126,3,fixed,0.52,0.7,0.5,0.1,0.2
200,3.0,126,3,online,0.36,0.5,0.5,0.0,0.3
200,3.0,126,3,offline,0.56,0.5,0.3,0.0,0.3
200,3.0,127,3,fixed,0.34,0.7,0.5,0.1,0.2
200,3.0,127,3,online,0.24,0.5,0.5,0.0,0.3
200,3.0,127,3,offline,0.4,0.5,0.3,0.0,0.3
200,3.0,128,3,fixed,0.32,0.7,0.5,0.1,0.2
200,3.0,128,3,online,0.24,0.5,0.5,0.0,0.3
200,3.0,128,3,offline,0.36,0.5,0.3,0.0,0.3
200,3.0,129,3,fixed,0.24,0.7,0.5,0.1,0.2
200,3.0,129,3,online,0.12,0.5,0.5,0.0,0.3
200,3.0,129,3,offline,0.26,0.5,0.3,0.0,0.3
200,3.0,105,4,fixed,0.26,0.7,0.5,0.1,0.2
200,3.0,105,4,online,0.3,0.5,0.3,0.0,0.3
200,3.0,105,4,offline,0.34,0.7,0.3,0.0,0.2
200,3.0,106,4,fixed,0.26,0.7,0.5,0.1,0.2
200,3.0,106,4,online,0.28,0.5,0.3,0.0,0.3
200,3.0,106,4,offline,0.28,0.7,0.3,0.0,0.2
200,3.0,107,4,fixed,0.32,0.7,0.5,0.1,0.2
200,3.0,107,4,online,0.36,0.5,0.3,0.0,0.3
200,3.0,107,4,offline,0.38,0.7,0.3,0.0,0.2
200,3.0,108,4,fixed,0.14,0.7,0.5,0.1,0.2
200,3.0,108,4,online,0.18,0.5,0.3,0.0,0.3
200,3.0,108,4,offline,0.16,0.7,0.3,0.0,0.2
200,3.0,109,4,fixed,0.24,0.7,0.5,0.1,0.2
200,3.0,109,4,online,0.28,0.5,0.3,0.0,0.3
200,3.0,109,4,offline,0.24,0.7,0.3,0.0,0.2
200,3.0,110,4,fixed,0.26,0.7,0.5,0.1,0.2
200,3.0,110,4,online,0.32,0.5,0.3,0.0,0.3
200,3.0,110,4,offline,0.3,0.7,0.3,0.0,0.2
200,3.0,111,4,fixed,0.28,0.7,0.5,0.1,0.2
200,3.0,111,4,online,0.28,0.5,0.3,0.0,0.3
200,3.0,111,4,offline,0.28,0.7,0.3,0.0,0.2
200,3.0,112,4,fixed,0.18,0.7,0.5,0.1,0.2
200,3.0,112,4,online,0.22,0.5,0.3,0.0,0.3
200,3.0,112,4,offline,0.18,0.7,0.3,0.0,0.2
200,3.0,113,4,fixed,0.2,0.7,0.5,0.1,0.2
200,3.0,113,4,online,0.22,0.5,0.3,0.0,0.3
200,3.0,113,4,offline,0.2,0.7,0.3,0.0,0.2
200,3.0,114,4,fixed,0.3,0.7,0.5,0.1,0.2
200,3.0,114,4,online,0.36,0.5,0.3,0.0,0.3
200,3.0,114,4,offline,0.34,0.7,0.3,0.0,0.2
200,3.0,115,4,fixed,0.18,0.7,0.5,0.1,0.2
200,3.0,115,4,online,0.18,0.5,0.3,0.0,0.3
200,3.0,115,4,offline,0.18,0.7,0.3,0.0,0.2
200,3.0,116,4,fixed,0.22,0.7,0.5,0.1,0.2
200,3.0,116,4,online,0.3,0.5,0.3,0.0,0.3
200,3.0,116,4,offline,0.26,0.7,0.3,0.0,0.2
200,3.0,117,4,fixed,0.28,0.7,0.5,0.1,0.2
200,3.0,117,4,online,0.3,0.5,0.3,0.0,0.3
200,3.0,117,4,offline,0.24,0.7,0.3,0.0,0.2
200,3.0,118,4,fixed,0.16,0.7,0.5,0.1,0.2
200,3.0,118,4,online,0.18,0.5,0.3,0.0,0.3
200,3.0,118,4,offline,0.18,0.7,0.3,0.0,0.2
200,3.0,119,4,fixed,0.22,0.7,0.5,0.1,0.2
200,3.0,119,4,online,0.26,0.5,0.3,0.0,0.3
200,3.0,119,4,offline,0.28,0.7,0.3,0.0,0.2
200,3.0,120,4,fixed,0.28,0.7,0.5,0.1,0.2
200,3.0,120,4,online,0.28,0.5,0.3,0.0,0.3
200,3.0,120,4,offline,0.26,0.7,0.3,0.0,0.2
200,3.0,121,4,fixed,0.2,0.7,0.5,0.1,0.2
200,3.0,121,4,online,0.26,0.5,0.3,0.0,0.3
200,3.0,121,4,offline,0.28,0.7,0.3,0.0,0.2
200,3.0,122,4,fixed,0.3,0.7,0.5,0.1,0.2
200,3.0,122,4,online,0.38,0.5,0.3,0.0,0.3
200,3.0,122,4,offline,0.36,0.7,0.3,0.0,0.2
200,3.0,123,4,fixed,0.28,0.7,0.5,0.1,0.2
200,3.0,123,4,online,0.36,0.5,0.3,0.0,0.3
200,3.0,123,4,offline,0.36,0.7,0.3,0.0,0.2
200,3.0,124,4,fixed,0.36,0.7,0.5,0.1,0.2
200,3.0,124,4,online,0.42,0.5,0.3,0.0,0.3
200,3.0,124,4,offline,0.42,0.7,0.3,0.0,0.2
200,3.0,125,4,fixed,0.34,0.7,0.5,0.1,0.2
200,3.0,125,4,online,0.4,0.5,0.3,0.0,0.3
200,3.0,125,4,offline,0.4,0.7,0.3,0.0,0.2
200,3.0,126,4,fixed,0.22,0.7,0.5,0.1,0.2
200,3.0,126,4,online,0.24,0.5,0.3,0.0,0.3
200,3.0,126,4,offline,0.24,0.7,0.3,0.0,0.2
200,3.0,127,4,fixed,0.36,0.7,0.5,0.1,0.2
200,3.0,127,4,online,0.34,0.5,0.3,0.0,0.3
200,3.0,127,4,offline,0.38,0.7,0.3,0.0,0.2
200,3.0,128,4,fixed,0.2,0.7,0.5,0.1,0.2
200,3.0,128,4,online,0.2,0.5,0.3,0.0,0.3
200,3.0,128,4,offline,0.24,0.7,0.3,0.0,0.2
200,3.0,129,4,fixed,0.32,0.7,0.5,0.1,0.2
200,3.0,129,4,online,0.32,0.5,0.3,0.0,0.3
200,3.0,129,4,offline,0.32,0.7,0.3,0.0,0.2
200,3.0,105,5,fixed,0.18,0.7,0.5,0.1,0.2
200,3.0,105,5,online,0.18,0.7,0.3,0.0,0.2
200,3.0,105,5,offline,0.18,0.5,0.3,0.0,0.0
200,3.0,106,5,fixed,0.12,0.7,0.5,0.1,0.2
200,3.0,106,5,online,0.12,0.7,0.3,0.0,0.2
200,3.0,106,5,offline,0.12,0.5,0.3,0.0,0.0
200,3.0,107,5,fixed,0.14,0.7,0.5,0.1,0.2
200,3.0,107,5,online,0.14,0.7,0.3,0.0,0.2
200,3.0,107,5,offline,0.14,0.5,0.3,0.0,0.0
200,3.0,108,5,fixed,0.14,0.7,0.5,0.1,0.2
200,3.0,108,5,online,0.16,0.7,0.3,0.0,0.2
200,3.0,108,5,offline,0.14,0.5,0.3,0.0,0.0
200,3.0,109,5,fixed,0.1,0.7,0.5,0.1,0.2
200,3.0,109,5,online,0.12,0.7,0.3,0.0,0.2
200,3.0,109,5,offline,0.12,0.5,0.3,0.0,0.0
200,3.0,110,5,fixed,0.06,0.7,0.5,0.1,0.2
200,3.0,110,5,online,0.06,0.7,0.3,0.0,0.2
200,3.0,110,5,offline,0.06,0.5,0.3,0.0,0.0
200,3.0,111,5,fixed,0.14,0.7,0.5,0.1,0.2
200,3.0,111,5,online,0.14,0.7,0.3,0.0,0.2
200,3.0,111,5,offline,0.14,0.5,0.3,0.0,0.0
200,3.0,112,5,fixed,0.14,0.7,0.5,0.1,0.2
200,3.0,112,5,online,0.14,0.7,0.3,0.0,0.2
200,3.0,112,5,offline,0.14,0.5,0.3,0.0,0.0
200,3.0,113,5,fixed,0.12,0.7,0.5,0.1,0.2
200,3.0,113,5,online,0.14,0.7,0.3,0.0,0.2
200,3.0,113,5,offline,0.12,0.5,0.3,0.0,0.0
200,3.0,114,5,fixed,0.12,0.7,0.5,0.1,0.2
200,3.0,114,5,online,0.18,0.7,0.3,0.0,0.2
200,3.0,114,5,offline,0.16,0.5,0.3,0.0,0.0
200,3.0,115,5,fixed,0.16,0.7,0.5,0.1,0.2
200,3.0,115,5,online,0.18,0.7,0.3,0.0,0.2
200,3.0,115,5,offline,0.18,0.5,0.3,0.0,0.0
200,3.0,116,5,fixed,0.2,0.7,0.5,0.1,0.2
200,3.0,116,5,online,0.2,0.7,0.3,0.0,0.2
200,3.0,116,5,offline,0.2,0.5,0.3,0.0,0.0
200,3.0,117,5,fixed,0.22,0.7,0.5,0.1,0.2
200,3.0,117,5,online,0.22,0.7,0.3,0.0,0.2
200,3.0,117,5,offline,0.22,0.5,0.3,0.0,0.0
200,3.0,118,5,fixed,0.16,0.7,0.5,0.1,0.2
200,3.0,118,5,online,0.16,0.7,0.3,0.0,0.2
200,3.0,118,5,offline,0.16,0.5,0.3,0.0,0.0
200,3.0,119,5,fixed,0.1,0.7,0.5,0.1,0.2
200,3.0,119,5,online,0.1,0.7,0.3,0.0,0.2
200,3.0,119,5,offline,0.1,0.5,0.3,0.0,0.0
200,3.0,120,5,fixed,0.26,0.7,0.5,0.1,0.2
200,3.0,120,5,online,0.26,0.7,0.3,0.0,0.2
200,3.0,120,5,offline,0.26,0.5,0.3,0.0,0.0
200,3.0,121,5,fixed,0.1,0.7,0.5,0.1,0.2
200,3.0,121,5,online,0.1,0.7,0.3,0.0,0.2
200,3.0,121,5,offline,0.1,0.5,0.3,0.0,0.0
200,3.0,122,5,fixed,0.16,0.7,0.5,0.1,0.2
200,3.0,122,5,online,0.2,0.7,0.3,0.0,0.2
200,3.0,122,5,offline,0.18,0.5,0.3,0.0,0.0
200,3.0,123,5,fixed,0.12,0.7,0.5,0.1,0.2
200,3.0,123,5,online,0.14,0.7,0.3,0.0,0.2
200,3.0,123,5,offline,0.12,0.5,0.3,0.0,0.0
200,3.0,124,5,fixed,0.14,0.7,0.5,0.1,0.2
200,3.0,124,5,online,0.16,0.7,0.3,0.0,0.2
200,3.0,124,5,offline,0.16,0.5,0.3,0.0,0.0
200,3.0,125,5,fixed,0.12,0.7,0.5,0.1,0.2
200,3.0,125,5,online,0.14,0.7,0.3,0.0,0.2
